ID,TITLE,BRAND,RATING,COUNT_OF_RATE,CURRENT_PRICE,SHIPPING_PRICE,TOTAL_PRICE,IMG_URL,ITEM_URL,MAX_RESOLUTION,DISPLAY_PORT,HDMI,DIRECT_X,MODEL,CREATED_TIME
N82E16814500540,"ZOTAC GAMING GeForce RTX 4090 Trinity OC DLSS 3 24GB GDDR6X 384-bit 21 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 3.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-D40900J-10P",ZOTAC,5.0,9,1649.0,19.99,1668.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-500-540-17.jpg,https://www.newegg.com/zotac-geforce-rtx-4090-zt-d40900j-10p/p/N82E16814500540,,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12 Ultimate,ZT-D40900J-10P,2023-03-23 10:45:10
N82E16814500541,"ZOTAC GAMING GeForce RTX 4080 16GB AMP Extreme AIRO DLSS 3 16GB GDDR6X 256-bit 22.4 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-D40810B-10P",ZOTAC,4.3,9,1229.0,0.0,1229.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-500-541-03.jpg,https://www.newegg.com/zotac-geforce-rtx-4080-zt-d40810b-10p/p/N82E16814500541,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12 Ultimate,ZT-D40810B-10P,2023-03-23 10:45:10
N82E16814500543,"ZOTAC GAMING GeForce RTX 4080 16GB Trinity OC DLSS 3 16GB GDDR6X 256-bit 22.4 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-D40810J-10P",ZOTAC,5.0,5,1199.0,0.0,1199.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-500-543-03.jpg,https://www.newegg.com/zotac-geforce-rtx-4080-zt-d40810j-10p/p/N82E16814500543,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12 Ultimate,ZT-D40810J-10P,2023-03-23 10:45:10
N82E16814500544,"ZOTAC GAMING GeForce RTX 4070 Ti AMP Extreme AIRO DLSS 3 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-D40710B-10P",ZOTAC,0.0,0,879.99,0.0,879.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-500-544-10.jpg,https://www.newegg.com/zotac-geforce-rtx-4070-ti-zt-d40710b-10p/p/N82E16814500544,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1a,,ZT-D40710B-10P,2023-03-23 10:45:10
N82E16814500546,"ZOTAC GAMING GeForce RTX 4070 Ti Trinity OC DLSS 3 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-D40710J-10P",ZOTAC,4.1,9,829.99,0.0,829.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-500-546-18.jpg,https://www.newegg.com/zotac-geforce-rtx-4070-ti-zt-d40710j-10p/p/N82E16814500546,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1a,,ZT-D40710J-10P,2023-03-23 10:45:10
N82E16814500547,"ZOTAC GAMING GeForce RTX 3070 Ti 8GB GDDR6X 256-bit 19 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-A30710Q-10P",ZOTAC,5.0,1,599.99,0.0,599.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-500-547-09.jpg,https://www.newegg.com/zotac-geforce-rtx-3070-ti-zt-a30710q-10p/p/N82E16814500547,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,ZT-A30710Q-10P,2023-03-23 10:45:10
N82E16814502022,Lenovo Nvidia T400 Graphic Card - 4GB GDDR6 4X61J52234,Lenovo,0.0,0,203.99,0.0,203.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-502-022-01.png,https://www.newegg.com/lenovo-nvidia-t400-4x61j52234/p/N82E16814502022,7680 x 4320,3 x Mini DisplayPort,,,4X61J52234,2023-03-23 10:45:10
N82E16814553001,Acer Predator BiFrost Arc A770 Video Card Predator BiFrost Intel Arc A770 OC DP.BKCWW.P02,Acer America,4.6,17,399.99,0.0,399.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-553-001-06.png,https://www.newegg.com/acer-predator-bifrost-intel-arc-a770-oc/p/N82E16814553001,7680 x 4320,3 x DisplayPort 2.0,1 x HDMI 2.1,,DP.BKCWW.P02,2023-03-23 10:45:10
N82E16814883001,Intel Arc A770 Limited Edition 16GB PCI Express 4.0 Graphics Card 21P01J00BA,Intel,4.3,141,349.0,0.0,349.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-883-001-09.jpg,https://www.newegg.com/intel-21p01j00ba/p/N82E16814883001,7680 x 4320,3 x DisplayPort 2.0,1 x HDMI 2.1,,21P01J00BA,2023-03-23 10:45:10
N82E16814930012,ASRock Phantom Gaming X Radeon VII 16GB HBM2 PCI Express 3.0 x16 Video Card Radeon VII 16G,ASRock,3.6,30,2450.0,0.0,2450.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-012-Z01.jpg,https://www.newegg.com/asrock-radeon-vii-16g/p/N82E16814930012,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.0b,,PHANTOMXRADEON7,2023-03-23 10:45:10
N82E16814930020,ASRock Radeon RX 5700 XT Challenger D 8G OC PCI Express 4.0 Video Card,ASRock,3.1,136,229.99,0.0,229.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-020-V01.jpg,https://www.newegg.com/asrock-radeon-rx-5700-xt-rx-5700-xt-challenger-d-8g-oc/p/N82E16814930020,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.0b,,5700XTCHALLENGERD8GO,2023-03-23 10:45:10
N82E16814930030,ASRock Challenger D Radeon RX 5600 XT RX5600XT CLD 6GO 6GB (14Gbps) 192-Bit GDDR6 PCI Express 4.0 x16 HDCP Ready Video Card,ASRock,3.5,70,199.99,0.0,199.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-030-01.jpg,https://www.newegg.com/asrock-radeon-rx-5600-xt-rx5600xt-cld-6go/p/N82E16814930030,8K HDR 60Hz,3 x DisplayPort 1.4,1 x HDMI 2.0b,,RX5600XT CLD 6GO,2023-03-23 10:45:10
N82E16814930040,ASRock Phantom Gaming Elite Radeon RX 5700 XT 8GB GDDR6 PCI Express 4.0 x16 Video Card RX5700XT PG E,ASRock,0.0,0,799.99,0.0,799.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-040-V01.jpg,https://www.newegg.com/asrock-radeon-rx-5700-xt-rx5700xt-pg-e/p/N82E16814930040,8K HDR 60 Hz,3 x DisplayPort 1.4,1 x HDMI 2.0b,,RX5700XT PG E,2023-03-23 10:45:10
N82E16814930048,"ASRock Radeon RX 6800 Phantom Gaming D Gaming Graphics Card with 16GB GDDR6, AMD RDNA 2 (RX6800 PGD 16GO)",ASRock,4.3,55,484.99,0.0,484.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-048-02.jpg,https://www.newegg.com/asrock-radeon-rx-6800-rx6800-pgd-16go/p/N82E16814930048,7680 x 4320,3 x DisplayPort 1.4 with DSC,1 x HDMI 2.1 VRR,,RX6800 PGD 16GO,2023-03-23 10:45:10
N82E16814930050,"ASRock Radeon RX 6800 XT Taichi Gaming Graphics Card with 16GB GDDR6, AMD RDNA 2 (RX6800XT TCX 16GO)",ASRock,4.1,59,579.99,0.0,579.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-050-02.jpg,https://www.newegg.com/asrock-radeon-rx-6800-xt-rx6800xt-tcx-16go/p/N82E16814930050,7680 x 4320,2 x DisplayPort 1.4 with DSC,1 x HDMI 2.1 VRR,,RX6800XT TCX 16GO,2023-03-23 10:45:10
N82E16814930054,"ASRock Radeon RX 6700 XT Phantom Gaming D Graphic Card, 12GB GDDR6 VRAM, AMD RDNA2 (RX6700XT PGD 12GO)",ASRock,3.7,29,777.73,0.0,777.73,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-054-V01.jpg,https://www.newegg.com/asrock-radeon-rx-6700-xt-rx6700xt-pgd-12go/p/N82E16814930054,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX6700XT PGD 12GO,2023-03-23 10:45:10
N82E16814930055,"ASRock Radeon RX 6700 XT Challenger Pro Gaming Graphic Card, 12GB GDDR6 VRAM, AMD RDNA2 (RX6700XT CLP 12GO)",ASRock,5.0,2,678.58,0.0,678.58,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-055-V01.jpg,https://www.newegg.com/asrock-radeon-rx-6700-xt-rx6700xt-clp-12go/p/N82E16814930055,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX6700XT CLP 12GO,2023-03-23 10:45:10
N82E16814930059,ASRock Challenger D Radeon RX 6700 XT 12GB GDDR6 PCI Express 4.0 Video Card RX6700XT CLD 12GO,ASRock,4.6,68,344.99,0.0,344.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-059-01.jpg,https://www.newegg.com/asrock-radeon-rx-6700-xt-rx6700xt-cld-12go/p/N82E16814930059,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX6700XT CLD 12GO,2023-03-23 10:45:10
N82E16814930062,ASRock Challenger Pro Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 Video Card RX6600XT CLP 8GO,ASRock,4.6,39,489.95,39.99,529.94,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-062-V01.jpg,https://www.newegg.com/asrock-radeon-rx-6600-xt-rx6600xt-clp-8g/p/N82E16814930062,7680 x 4320,3 x DisplayPort 1.4 with DSC,1 x HDMI 2.1 VRR,,RX6600XT CLP 8GO,2023-03-23 10:45:10
N82E16814930063,ASRock Challenger D Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 Video Card RX6600XT CLD 8GO,ASRock,4.6,92,274.99,0.0,274.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-063-01.jpg,https://www.newegg.com/asrock-radeon-rx-6600-xt-rx6600xt-cld-8g/p/N82E16814930063,7680 x 4320,3 x DisplayPort 1.4 with DSC,1 x HDMI 2.1 VRR,,RX6600XT CLD 8GO,2023-03-23 10:45:10
N82E16814930064,ASRock Phantom Gaming D Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 Video Card RX6600XT PGD 8GO,ASRock,4.2,5,269.99,0.0,269.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-064-V01.jpg,https://www.newegg.com/asrock-radeon-rx-6600-xt-rx6600xt-pgd-8g/p/N82E16814930064,7680 x 4320,3 x DisplayPort 1.4 with DSC,1 x HDMI 2.1 VRR,,RX6600XT PGD 8GO,2023-03-23 10:45:10
N82E16814930065,ASRock Radeon RX 6600 8GB PCI Express 4.0 Video Card RX6600 CLI 8G,ASRock,5.0,1,410.95,39.99,450.94,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-065-V01.jpg,https://www.newegg.com/asrock-rx6600-cli-8g/p/N82E16814930065,,,,,RX6600 CLI 8G,2023-03-23 10:45:10
N82E16814930066,ASRock Radeon RX 6600 8GB GDDR6 PCI Express 4.0 Video Card RX6600 CLD 8G,ASRock,4.7,162,224.99,0.0,224.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-066-07.jpg,https://www.newegg.com/asrock-radeon-rx-6600-rx6600-cld-8g/p/N82E16814930066,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX6600 CLD 8G,2023-03-23 10:45:10
N82E16814930067,ASRock Phantom Gaming D Radeon RX 6500 XT 4GB GDDR6 PCI Express 4.0 Video Card RX6500XT PGD 4GO,ASRock,4.5,64,159.99,0.0,159.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-067-02.jpg,https://www.newegg.com/asrock-radeon-rx-6500-xt-rx6500xt-pgd-4go/p/N82E16814930067,7680 x 4320,1 x DisplayPort 1.4,1 x HDMI 2.1,,RX6500XT PGD 4GO,2023-03-23 10:45:10
N82E16814930068,ASRock Challenger Radeon RX 6400 4GB GDDR6 PCI Express 4.0 ITX Video Card RX6400 CLI 4G,ASRock,4.8,4,139.99,0.0,139.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-068-01.png,https://www.newegg.com/asrock-radeon-rx-6400-rx6400-cli-4g/p/N82E16814930068,7680 x 4320,1 x DisplayPort 1.4,1 x HDMI 2.1,,RX6400 CLI 4G,2023-03-23 10:45:10
N82E16814930070,ASRock Challenger D Radeon RX 6650 XT 8GB GDDR6 PCI Express 4.0 Video Card RX6650XT CLD 8GO,ASRock,4.9,25,279.99,0.0,279.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-070-01.jpg,https://www.newegg.com/asrock-radeon-rx-6650-xt-rx6650xt-cld-8go/p/N82E16814930070,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX6650XT CLD 8GO,2023-03-23 10:45:10
N82E16814930071,ASRock Challenger Pro Radeon RX 6750 XT 12GB GDDR6 PCI Express 4.0 Video Card RX6750XT CLP 12GO,ASRock,4.3,27,379.99,0.0,379.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-071-02.jpg,https://www.newegg.com/asrock-radeon-rx-6750-xt-rx6750xt-clp-12go/p/N82E16814930071,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX6750XT CLP 12GO,2023-03-23 10:45:10
N82E16814930072,ASRock Phantom Gaming D Radeon RX 6750 XT 12GB GDDR6 PCI Express 4.0 Video Card RX6750XT PGD 12GO,ASRock,4.7,6,429.99,0.0,429.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-072-01.jpg,https://www.newegg.com/asrock-radeon-rx-6750-xt-rx6750xt-pgd-12go/p/N82E16814930072,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX6750XT PGD 12GO,2023-03-23 10:45:10
N82E16814930073,ASRock OC Formula Radeon RX 6950 XT 16GB GDDR6 PCI Express 4.0 Video Card RX6950XT OCF 16G,ASRock,4.7,84,699.99,0.0,699.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-073-02.jpg,https://www.newegg.com/asrock-radeon-rx-6950-xt-rx6950xt-ocf-16g/p/N82E16814930073,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX6950XT OCF 16G,2023-03-23 10:45:10
N82E16814930074,ASRock Challenger Radeon RX 6500 XT 4GB GDDR6 PCI Express 4.0 ITX Video Card RX6500XT CLI 4G,ASRock,0.0,0,159.99,0.0,159.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-074-01.jpg,https://www.newegg.com/asrock-radeon-rx-6500-xt-rx6500xt-cli-4g/p/N82E16814930074,7680 x 4320,1 x DisplayPort 1.4,1 x HDMI 2.1,,RX6500XT CLI 4G,2023-03-23 10:45:10
N82E16814930075,ASRock Phantom Gaming Elite Radeon RX 560 4GB GDDR5 PCI Express 3.0 Video Card RX 560 PGE 4G,ASRock,4.3,9,99.99,0.0,99.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-075-06.jpg,https://www.newegg.com/asrock-radeon-rx-560-rx-560-pge-4g/p/N82E16814930075,7680 x 4320,2 x DisplayPort 1.4,1 x HDMI 2.0,,RX 560 PGE 4G,2023-03-23 10:45:10
N82E16814930076,ASRock Challenger Arc A380 6GB GDDR6 PCI Express 4.0 ITX Video Card A380 CLI 6G OC,ASRock,3.8,53,119.99,0.0,119.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-076-01.jpg,https://www.newegg.com/asrock-arc-a380-a380-cli-6g/p/N82E16814930076,7680 x 4320,3 x DisplayPort 2.0,1 x HDMI 2.0b,,A380 CLI 6G OC,2023-03-23 10:45:10
N82E16814930077,ASRock Phantom Gaming Arc A770 8GB GDDR6 PCI Express 4.0 x16 ATX Video Card A770 PGD 8GO,ASRock,3.4,8,269.99,0.0,269.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-077-04.jpg,https://www.newegg.com/asrock-arc-a770-a770-pgd-8go/p/N82E16814930077,7680 x 4320,3 x DisplayPort 2.0,1 x HDMI 2.1,,A770 PGD 8GO,2023-03-23 10:45:10
N82E16814930078,ASRock Challenger Arc A750 8GB GDDR6 PCI Express 4.0 x16 ATX Video Card A750 CLD 8GO,ASRock,4.8,5,229.99,0.0,229.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-078-04.jpg,https://www.newegg.com/asrock-arc-a750-a750-cld-8go/p/N82E16814930078,7680 x 4320,2 x DisplayPort,1 x HDMI 2.1,,A750 CLD 8GO,2023-03-23 10:45:10
N82E16814930080,ASRock Taichi Radeon RX 7900 XTX 24GB GDDR6 PCI Express 4.0 ATX Video Card RX7900XTX TC 24GO,ASRock,4.3,26,1119.0,0.0,1119.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-080-01.jpg,https://www.newegg.com/asrock-radeon-rx-7900-xtx-rx7900xtx-tc-24go/p/N82E16814930080,7680 x 4320,3 x DisplayPort 2.1,1 x HDMI 2.1,,RX7900XTX TC 24GO,2023-03-23 10:45:10
N82E16814930081,ASRock Phantom Gaming Radeon RX 7900 XTX 24GB GDDR6 PCI Express 4.0 ATX Video Card RX7900XTX PG 24GO,ASRock,4.0,13,999.99,0.0,999.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-081-01.jpg,https://www.newegg.com/asrock-radeon-rx-7900-xtx-rx7900xtx-pg-24go/p/N82E16814930081,7680 x 4320,3 x DisplayPort 2.1,1 x HDMI 2.1,,RX7900XTX PG 24GO,2023-03-23 10:45:10
N82E16814930082,ASRock Taichi Radeon RX 7900 XT 20GB GDDR6 PCI Express 4.0 ATX Video Card RX7900XT TC 20GO,ASRock,0.0,0,849.99,0.0,849.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-082-01.jpg,https://www.newegg.com/asrock-radeon-rx-7900-xt-rx7900xt-tc-20go/p/N82E16814930082,7680 x 4320,3 x DisplayPort 2.1,1 x HDMI 2.1,,RX7900XT TC 20GO,2023-03-23 10:45:10
N82E16814930083,ASRock Phantom Gaming Radeon RX 7900 XT 20GB GDDR6 PCI Express 4.0 ATX Video Card RX7900XT PG 20GO,ASRock,4.9,8,799.99,0.0,799.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-083-01.jpg,https://www.newegg.com/asrock-radeon-rx-7900-xt-rx7900xt-pg-20go/p/N82E16814930083,7680 x 4320,3 x DisplayPort 2.1,1 x HDMI 2.1,,RX7900XT PG 20GO,2023-03-23 10:45:10
N82E16814930084,ASRock Radeon RX 7900 XTX 24GB GDDR6 PCI Express 4.0 Video Card RX7900XTX 24G,ASRock,4.4,8,1049.0,0.0,1049.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-084-06.jpg,https://www.newegg.com/asrock-radeon-rx-7900-xtx-radeon-rx7900xtx-24g/p/N82E16814930084,7680 x 4320,2 x DisplayPort 2.1,1 x HDMI 2.1,,RADEON RX7900XTX 24G,2023-03-23 10:45:10
N82E16814930085,ASRock Radeon RX 7900 XT 20GB GDDR6 PCI Express 4.0 Video Card RX7900XT 20G,ASRock,4.8,15,849.99,0.0,849.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-085-V01.jpg,https://www.newegg.com/asrock-radeon-rx-7900-xt-radeon-rx7900xt-20g/p/N82E16814930085,7680 x 4320,2 x DisplayPort 2.1,1 x HDMI 2.1,,RADEON RX7900XT 20G,2023-03-23 10:45:10
N82E16814930087,ASRock Phantom Gaming Radeon RX 6800 XT 16GB GDDR6 PCI Express 4.0 Video Card RX6800XT PG 16GO,ASRock,4.7,3,564.99,0.0,564.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-087-03.jpg,https://www.newegg.com/asrock-radeon-rx-6800-xt-rx6800xt-pg-16go/p/N82E16814930087,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX6800XT PG 16GO,2023-03-23 10:45:10
N82E16814930088,ASRock Phantom Gaming Radeon RX 6950 XT 16GB GDDR6 PCI Express 4.0 Video Card RX6950XT PG 16GO,ASRock,0.0,0,659.99,0.0,659.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-088-03.jpg,https://www.newegg.com/asrock-radeon-rx-6950-xt-rx6950xt-pg-16go/p/N82E16814930088,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX6950XT PG 16GO,2023-03-23 10:45:10
N82E16814932001,GIGABYTE Radeon RX Vega 56 8GB HBM2 PCI Express 3.0 x16 CrossFireX Support ATX Video Card GV-RXVEGA56-8GD-B,GIGABYTE,4.1,13,585.0,0.0,585.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-001-Z01.jpg,https://www.newegg.com/gigabyte-radeon-rx-vega-56-gv-rxvega56-8gd-b/p/N82E16814932001,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.0b,,GV-RXVEGA56-8GD-B,2023-03-23 10:45:10
N82E16814932004,GIGABYTE GeForce GT 1030 2GB GDDR5 PCI Express 3.0 x16 Video Card GV-N1030OC-2GI,GIGABYTE,4.3,92,104.69,0.0,104.69,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-004-Z01.jpg,https://www.newegg.com/gigabyte-geforce-gt-1030-gv-n1030oc-2gi/p/N82E16814932004,4096 x 2160,,1 x HDMI 2.0b,,GV-N1030OC-2GI,2023-03-23 10:45:10
N82E16814932005,GIGABYTE GeForce GT 710 2GB GDDR5 PCI Express 2.0 x8 Low Profile Video Card GV-N710D5SL-2GL,GIGABYTE,0.0,0,126.9,0.0,126.9,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-005-V05.jpg,https://www.newegg.com/gigabyte-geforce-gt-710-gv-n710d5sl-2gl/p/N82E16814932005,4096 x 2160,,1 x HDMI,,GV-N710D5SL-2GL,2023-03-23 10:45:10
N82E16814932006,GIGABYTE GeForce GT 710 2GB DDR5 PCI Express 2.0 x8 Low Profile Video Card GV-N710D5-2GL,GIGABYTE,4.6,7,79.0,0.0,79.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-006-V01.jpg,https://www.newegg.com/gigabyte-geforce-gt-710-gv-n710d5-2gl/p/N82E16814932006,4096 x 2160,,1 x HDMI,,GV-N710D5-2GL,2023-03-23 10:45:10
N82E16814932008,GIGABYTE GeForce GT 730 2GB GDDR5 PCI Express 2.0 x8 Video Card GV-N730D5-2GL,GIGABYTE,0.0,0,108.0,0.0,108.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-008-V01.jpg,https://www.newegg.com/gigabyte-geforce-gt-730-gv-n730d5-2gl/p/N82E16814932008,4096 x 2160,,1 x HDMI,,GV-N730D5-2GL,2023-03-23 10:45:10
N82E16814932009,GIGABYTE GeForce GTX 1080 8GB GDDR5X PCI Express 3.0 x16 SLI Support ATX Video Card GV-N1080IX-8GD,GIGABYTE,4.7,13,530.0,0.0,530.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-009-V01.jpg,https://www.newegg.com/gigabyte-geforce-gtx-1080-gv-n1080ix-8gd/p/N82E16814932009,7680 x 4320,3 x DisplayPort,,,GV-N1080IX-8GD,2023-03-23 10:45:10
N82E16814932012,GIGABYTE GeForce GTX 1070 Ti 8GB GDDR5 PCI Express 3.0 x16 SLI Support ATX Video Card GV-N107TWF2-8GD,GIGABYTE,4.2,13,720.0,0.0,720.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-012-V01.jpg,https://www.newegg.com/gigabyte-geforce-gtx-1070-ti-gv-n107twf2-8gd/p/N82E16814932012,7680 x 4320,3 x DisplayPort 1.4,,,GV-N107TWF2-8GD,2023-03-23 10:45:10
N82E16814932013,GIGABYTE GeForce GTX 1070 Ti 8GB GDDR5 PCI Express 3.0 x16 SLI Support ATX Video Card GV-N107TGAMING-8GD,GIGABYTE,3.9,37,463.88,49.99,513.87,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-013-V01.jpg,https://www.newegg.com/gigabyte-geforce-gtx-1070-ti-gv-n107tgaming-8gd/p/N82E16814932013,7680 x 4320,3 x DisplayPort 1.4,,,GV-N107TGAMING-8GD,2023-03-23 10:45:10
N82E16814932029,GIGABYTE GeForce GTX 1070 Ti DirectX 12 AORUS 8GB 256-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,GIGABYTE,4.7,6,720.0,0.0,720.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-029-V01.jpg,https://www.newegg.com/gigabyte-geforce-gtx-1070-ti-gv-n107taorus-8gd/p/N82E16814932029,7680 x 4320,3 x DisplayPort 1.4,,,GV-N107TAORUS-8GD,2023-03-23 10:45:10
N82E16814932030,GIGABYTE Radeon RX Vega 56 8GB HBM2 PCI Express 3.0 x16 CrossFireX Support ATX Video Card GV-RXVEGA56GAMING OC-8GD,GIGABYTE,2.4,45,585.0,0.0,585.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-030-V01.jpg,https://www.newegg.com/gigabyte-radeon-rx-vega-56-gv-rxvega56gaming-oc-8gd/p/N82E16814932030,HDMI-2.0b: 4096 x 2160 @ 60 Hz Display Port-1.4: 7680 x 4320 @ 60 Hz,3 x DisplayPort 1.4,3 x HDMI 2.0b,,GV-RXVEGA56GAMING OC,2023-03-23 10:45:10
N82E16814932031,GIGABYTE Radeon RX Vega 64 8GB HBM2 PCI Express 3.0 x16 CrossFireX Support ATX Video Card GV-RXVEGA64GAMING OC-8GD,GIGABYTE,3.7,27,659.0,0.0,659.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-031-V01.jpg,https://www.newegg.com/gigabyte-radeon-rx-vega-64-gv-rxvega64gaming-oc-8gd/p/N82E16814932031,7680 x 4320,3 x DisplayPort 1.4,3 x HDMI 2.0b,,GV-RXVEGA64GAMING OC,2023-03-23 10:45:10
N82E16814932060,GIGABYTE GeForce GT 1030 Low Profile D4 2G DirectX 12 GV-N1030D4-2GL Video Card,GIGABYTE,4.1,14,93.77,0.0,93.77,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-060-V01.jpg,https://www.newegg.com/gigabyte-geforce-gt-1030-gv-n1030d4-2gl/p/N82E16814932060,4096 x 2160,,1 x HDMI 2.0b,,GV-N1030D4-2GL,2023-03-23 10:45:10
N82E16814932064,"GIGABYTE GeForce RTX 2080 Ti GAMING OC 11G Graphics Card, 3 x WINDFORCE Fans, 11GB 352-Bit GDDR6, GV-N208TGAMING OC-11GC Video Card",GIGABYTE,3.2,28,1210.0,0.0,1210.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-064-V07.jpg,https://www.newegg.com/gigabyte-geforce-rtx-2080-ti-gv-n208tgaming-oc-11gc/p/N82E16814932064,7680 x 4320 @ 60 Hz,3 x DisplayPort 1.4,1 x HDMI 2.0b,,GV-N208TGAMING OC-11,2023-03-23 10:45:10
N82E16814932065,"GIGABYTE GeForce RTX 2080 Ti WINDFORCE OC 11G Video Card, GV-N208TWF3OC-11GC",GIGABYTE,2.9,14,1210.0,0.0,1210.0,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-065-V07.jpg,https://www.newegg.com/gigabyte-geforce-rtx-2080-ti-gv-n208twf3oc-11gc/p/N82E16814932065,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.0b,,GV-N208TWF3OC-11GC,2023-03-23 10:45:10
